PatientID,Name,SSN,PhoneNumber,Email,InsuranceID,Gender,DateOfBirth,Age,Diagnosis,TreatmentPlan,Medications,LabResults,Allergies,LastVisitDate,DoctorAssigned,Notes,DataDeletionRequested
225,Kaitlin Robbins,136-65-0608,(215)550-4293,haneyoscar@example.net,IFp-9840890,Other,1963-04-13,83,Migraine,Lose soldier news system see idea road.,"Metformin, Gabapentin","{""WBC"": 8800.4, ""Hgb"": 13.6, ""Platelets"": 278.0, ""Glucose"": 132.1}",Peanuts,2025-07-06,Lisa Barker,Drug could speech think while past.,False
226,Kayla Davis,085-23-3334,001-985-800-0018x5956,anthonydyer@example.net,oIk-5644796,Male,1948-04-24,55,COPD,Who respond imagine kind his whose lose.,"Lisinopril, Metformin, Simvastatin","{""WBC"": 5687.7, ""Hgb"": 17.4, ""Platelets"": 159.2, ""Glucose"": 118.1}",Peanuts,2025-08-11,Larry Lopez,Hear step affect pick himself conference simply listen stage certainly official treatment.,True
227,David Edwards,746-91-7788,(500)836-6569,andersondana@example.net,gLT-3993855,Other,1972-09-14,97,Depression,Under current something minute lead born keep.,Levothyroxine,"{""WBC"": 6002.9, ""Hgb"": 13.2, ""Platelets"": 282.2, ""Glucose"": 121.6}",Pollen,2025-08-26,Julie Lee,Scientist until employee provide seat say how your hit medical for wall year.,True
228,Jeffrey Crawford,805-04-0935,854-933-0468x9012,davidschmitt@example.net,uuB-4491133,Male,2006-08-25,88,Hypothyroidism,Speech role type why cup explain pattern.,"Atorvastatin, Albuterol","{""WBC"": 8018.5, ""Hgb"": 16.7, ""Platelets"": 233.9, ""Glucose"": 77.5}",Pollen,2025-08-28,William Robinson,Rate able rule inside member eat.,False
229,Derek Bass,258-03-1039,3557241760,kelliclark@example.net,PSi-5538045,Female,1942-01-09,24,Hypothyroidism,Police task reach national current.,"Levothyroxine, Atorvastatin, Simvastatin","{""WBC"": 9644.1, ""Hgb"": 15.5, ""Platelets"": 189.1, ""Glucose"": 90.9}",Pollen,2025-06-05,Michael Kidd,Girl will history rather apply always center social body along allow.,False
230,Jackie Hamilton,193-28-8225,+1-708-650-8833x1872,harold43@example.org,lCR-0060865,Female,1971-05-05,66,Diabetes,Risk team reality.,Lisinopril,"{""WBC"": 9881.6, ""Hgb"": 13.7, ""Platelets"": 230.2, ""Glucose"": 93.0}",Pollen,2025-09-11,Kristin Johnson,International wrong value ask deep even win support majority theory.,False
231,Martin Short,241-85-5817,498.860.0244,amber40@example.net,trW-3210918,Other,1988-10-30,22,Hypertension,What deal agent leader mission add investment.,Albuterol,"{""WBC"": 10864.8, ""Hgb"": 13.2, ""Platelets"": 348.2, ""Glucose"": 90.4}",Shellfish,2025-07-13,Christopher Hebert,Order history already bed ball single never under production trouble a operation.,False
232,Thomas Hogan,799-04-0778,6747367328,zmitchell@example.org,kMP-7506264,Male,1926-11-08,57,COPD,Our free full gas hair seven.,Hydrochlorothiazide,"{""WBC"": 5172.6, ""Hgb"": 12.1, ""Platelets"": 274.7, ""Glucose"": 127.0}",Shellfish,2026-02-26,Lisa Saunders,Show note skill artist nearly almost raise Republican little expert father.,False
233,Shawn Monroe,536-86-7587,(951)275-2300x6947,mperkins@example.com,wlV-0231271,Male,1984-02-06,49,Anxiety,Cell full dream time score.,"Metformin, Gabapentin, Atorvastatin","{""WBC"": 6384.2, ""Hgb"": 14.0, ""Platelets"": 320.0, ""Glucose"": 87.3}",Pollen,2026-01-26,Sarah Snyder,Care value development themselves hair else coach.,True
234,Zachary Murphy,556-01-8983,310.341.1364x46615,tmiller@example.net,ZuR-0415091,Male,2016-09-03,49,Arthritis,Positive stand level oil than market offer her.,Hydrochlorothiazide,"{""WBC"": 8674.1, ""Hgb"": 16.7, ""Platelets"": 396.5, ""Glucose"": 131.7}",Latex,2025-11-24,Gregory Wang,Section trouble store thus physical everyone only.,True
235,Calvin Robinson,591-18-8585,001-914-732-0866x52884,iprice@example.com,TMK-1231370,Other,1944-12-14,11,Anxiety,Do condition high fall audience must themselves.,"Amlodipine, Hydrochlorothiazide, Levothyroxine","{""WBC"": 7118.6, ""Hgb"": 13.0, ""Platelets"": 211.4, ""Glucose"": 101.9}",Latex,2025-07-06,Deborah Sutton,Financial positive high baby friend statement.,False
236,Derek Gregory,076-35-6956,001-319-350-3755,jennadaugherty@example.org,TCP-2845971,Male,2005-02-03,44,Depression,Bit fine find election statement certain wait task.,"Albuterol, Omeprazole, Simvastatin","{""WBC"": 6387.3, ""Hgb"": 14.4, ""Platelets"": 215.0, ""Glucose"": 108.0}",Penicillin,2025-05-02,Ashley Figueroa,Without sign buy different shoulder section that sit wind.,False
237,Brian Vang,809-91-6168,365.558.7071x2559,penningtonnicole@example.net,VEZ-7649948,Male,2020-08-09,30,Asthma,Stage age sea large local.,"Levothyroxine, Lisinopril, Omeprazole","{""WBC"": 4588.3, ""Hgb"": 13.4, ""Platelets"": 166.8, ""Glucose"": 110.5}",Pollen,2025-08-30,Lauren Wright,Pattern occur tell wait head grow budget fear collection newspaper forward spring successful.,True
238,Lisa Thomas,849-07-5574,919-792-0331x82948,jacob93@example.net,crS-1274879,Female,2003-09-30,75,Depression,Republican couple large feeling laugh common.,"Atorvastatin, Amlodipine","{""WBC"": 7204.1, ""Hgb"": 17.3, ""Platelets"": 338.3, ""Glucose"": 124.2}",Peanuts,2026-02-22,Dr. Lindsey Hansen,Skill create stay wish employee under.,True
239,Betty Snow,369-72-7506,001-836-669-9060,melissataylor@example.com,bBN-0255223,Male,1998-09-07,32,Depression,Seven provide law manager bank carry federal.,"Atorvastatin, Lisinopril","{""WBC"": 7385.6, ""Hgb"": 17.2, ""Platelets"": 181.1, ""Glucose"": 100.0}",Penicillin,2025-12-06,Tracy Thomas,Debate soon investment level evening network pick whole money else idea necessary maintain.,True
240,Paula Montgomery,884-56-8216,(845)912-4336,pamelahardy@example.com,hld-0399330,Male,1959-05-07,64,COPD,Order throw partner mission.,Omeprazole,"{""WBC"": 9158.0, ""Hgb"": 16.4, ""Platelets"": 324.3, ""Glucose"": 139.2}",Peanuts,2026-01-12,Alexis Lopez,Worry agreement reach up wonder especially hope final give specific lay land wonder.,False
241,Jerome Fox,743-55-9267,202-672-6879,ogonzalez@example.com,nOX-6173195,Female,1967-01-16,51,Hypertension,Expert brother join wind impact.,"Amlodipine, Metformin","{""WBC"": 5262.9, ""Hgb"": 13.9, ""Platelets"": 301.9, ""Glucose"": 113.7}",None,2025-06-20,Curtis Turner,Arm surface same agree whom per keep worry beyond many way animal.,False
242,Lisa Fritz,763-24-3618,3034176795,mindyjones@example.net,tGK-5359376,Other,2023-04-02,52,Anxiety,Pass their break sing top.,"Albuterol, Amlodipine, Hydrochlorothiazide","{""WBC"": 6493.8, ""Hgb"": 13.4, ""Platelets"": 250.8, ""Glucose"": 95.7}",Pollen,2025-08-21,Austin Smith,Thousand interesting eight ever east prove hair recent.,True
243,Anthony Henderson,258-41-2117,+1-245-430-7833,ryan22@example.com,fXh-2125333,Female,1961-08-28,100,COPD,Affect design evidence kid.,"Amlodipine, Atorvastatin, Hydrochlorothiazide","{""WBC"": 9464.3, ""Hgb"": 13.4, ""Platelets"": 168.4, ""Glucose"": 125.2}",Latex,2025-09-19,Steven Fox,Simple off concern writer fall consumer quality agent method mean course.,True
244,Mark Berry,411-75-8727,001-528-935-6550,xcarey@example.net,DYK-3012742,Female,1966-11-10,92,Hypertension,Two lot camera get.,Levothyroxine,"{""WBC"": 6371.2, ""Hgb"": 17.1, ""Platelets"": 270.6, ""Glucose"": 125.5}",Latex,2025-06-05,Ashley Cooper,Ask recently fine language set common our few.,True
245,Benjamin Medina,625-78-4516,356.596.8742x549,martinclinton@example.com,cTm-7392764,Male,2000-10-18,40,Depression,Teacher house else form least arrive.,"Gabapentin, Amlodipine","{""WBC"": 9143.7, ""Hgb"": 14.9, ""Platelets"": 174.0, ""Glucose"": 121.1}",Latex,2025-06-04,Melissa Kelly,Oil available figure challenge fill common today trade rise approach.,False
246,Katelyn Davidson,765-03-7692,259.651.8310x29924,jamie73@example.net,oAY-1079493,Other,1969-09-10,87,Hypertension,Enough politics outside even agreement occur benefit.,Atorvastatin,"{""WBC"": 9569.8, ""Hgb"": 16.0, ""Platelets"": 290.9, ""Glucose"": 96.7}",Peanuts,2025-10-08,Amy Clark,Around sing manager hundred happen explain.,False
247,Kayla Johnson,154-88-3000,726-357-2577x30675,kimberly05@example.net,Mnt-7517645,Other,1929-08-30,94,Diabetes,Industry main computer own.,"Omeprazole, Simvastatin","{""WBC"": 8074.7, ""Hgb"": 14.0, ""Platelets"": 285.9, ""Glucose"": 105.9}",Shellfish,2025-03-27,Jacqueline Cook,Modern inside type great ago pass close.,True
248,Daniel Jones,649-26-5465,001-391-303-4923x028,gregory87@example.net,Prd-1765880,Male,1981-07-27,89,Migraine,Effect food even stay town.,Hydrochlorothiazide,"{""WBC"": 5477.9, ""Hgb"": 12.2, ""Platelets"": 318.7, ""Glucose"": 128.5}",Pollen,2025-07-18,Gregory Hester,Everything late manager practice exist evidence.,True
249,Margaret Edwards,763-63-1901,8363858861,fkelley@example.net,glk-3654554,Other,1949-10-04,22,Arthritis,Administration if meet.,"Amlodipine, Metformin, Simvastatin","{""WBC"": 5790.4, ""Hgb"": 13.4, ""Platelets"": 295.4, ""Glucose"": 117.9}",None,2026-02-11,Carol Moore,Save throw behind paper night community pick husband market service have.,False
250,Teresa Griffin,186-70-3336,394.641.6725,mgarza@example.com,SgQ-3818399,Female,1958-05-08,50,Obesity,Themselves address go bad.,"Hydrochlorothiazide, Levothyroxine","{""WBC"": 10848.8, ""Hgb"": 16.5, ""Platelets"": 386.3, ""Glucose"": 83.4}",Pollen,2025-03-28,Terry Gonzalez,Age account cost man note trouble response such tough.,False
251,Keith Jones,411-39-2293,001-284-490-2078x156,bhudson@example.net,HGc-9247562,Male,1935-06-19,68,Hypertension,Threat positive employee thank.,"Atorvastatin, Simvastatin, Lisinopril","{""WBC"": 7893.3, ""Hgb"": 16.8, ""Platelets"": 262.1, ""Glucose"": 132.8}",Peanuts,2026-02-27,Julie Cordova,Eat feel language themselves nothing coach general service people our TV goal approach.,False
252,Duane Hunt,743-47-0617,890.936.3997x54992,andrewmooney@example.com,Urb-4226235,Other,1938-01-06,20,COPD,Police song read there catch result.,Amlodipine,"{""WBC"": 10323.7, ""Hgb"": 13.4, ""Platelets"": 398.4, ""Glucose"": 91.1}",Latex,2025-11-18,Jeremy Leonard,Few cell ahead dog what receive.,True
253,Matthew Schmidt,170-02-5600,001-884-223-5031x714,foxlinda@example.com,sdw-1191580,Female,1989-03-14,5,Arthritis,Leader concern front institution.,"Gabapentin, Levothyroxine, Simvastatin","{""WBC"": 10535.7, ""Hgb"": 17.2, ""Platelets"": 322.9, ""Glucose"": 87.0}",Pollen,2025-05-09,James Scott,Believe area care short summer prepare.,False
254,Diana Barker,092-08-5786,(310)480-5808,cynthia10@example.net,ODj-4309701,Male,2003-08-08,94,COPD,Talk manager realize of while thus.,"Gabapentin, Lisinopril","{""WBC"": 8316.0, ""Hgb"": 14.3, ""Platelets"": 379.9, ""Glucose"": 126.3}",None,2025-07-21,Randy Gonzalez,Pressure career garden seat television police religious.,True
255,William Hicks,599-96-2751,001-598-337-3364x480,brownjason@example.net,VIF-1797498,Male,1952-08-31,19,Hypothyroidism,Item play option better listen method.,"Omeprazole, Atorvastatin","{""WBC"": 10544.0, ""Hgb"": 12.3, ""Platelets"": 275.5, ""Glucose"": 131.8}",Shellfish,2026-02-27,Brittney Kidd,Add radio break area size movie health every front both oil market before if.,False
256,Mr. Jordan Thompson MD,845-60-6202,+1-568-218-6508,jamiemeyer@example.net,nrA-6618822,Male,2017-09-15,19,Diabetes,Civil budget person.,"Hydrochlorothiazide, Atorvastatin","{""WBC"": 6671.4, ""Hgb"": 12.9, ""Platelets"": 182.1, ""Glucose"": 74.4}",Penicillin,2025-08-27,Theresa Morgan,Guess pull friend smile serve include leave most grow me risk also interesting.,False
257,Alexandra Miller,735-04-6952,(932)578-2671,andersondawn@example.net,xbm-4140798,Female,1963-08-11,1,Anxiety,Truth technology important Congress chair.,"Amlodipine, Hydrochlorothiazide","{""WBC"": 9517.2, ""Hgb"": 13.1, ""Platelets"": 171.8, ""Glucose"": 113.4}",None,2026-02-10,Timothy Black,Former short still consumer than success but investment.,True
258,Anita Wheeler,537-91-5015,335.493.1244x255,ujackson@example.com,rgO-9739095,Other,2015-03-17,44,Arthritis,May whatever together cut study member federal.,"Albuterol, Gabapentin","{""WBC"": 6323.0, ""Hgb"": 14.0, ""Platelets"": 308.5, ""Glucose"": 93.1}",Peanuts,2025-07-12,Jennifer Good,Sea director hand nor open choice figure something where game city little team.,True
259,Aaron Anderson,742-47-2585,+1-724-221-9208x624,kimberlyacevedo@example.org,ZEF-8977784,Male,2017-10-01,68,Anxiety,Will personal different affect understand.,"Omeprazole, Hydrochlorothiazide, Metformin","{""WBC"": 6130.1, ""Hgb"": 16.7, ""Platelets"": 274.9, ""Glucose"": 137.2}",Peanuts,2025-12-15,William Singleton,Point friend window rather raise attention general free long who budget nature.,True
260,Jeffrey Lara,193-14-7876,001-991-938-0217x4952,gilbertandrew@example.net,wne-2630474,Male,1988-10-14,62,Arthritis,Question cover young amount role country father.,"Omeprazole, Atorvastatin","{""WBC"": 5268.0, ""Hgb"": 15.3, ""Platelets"": 204.9, ""Glucose"": 134.5}",Shellfish,2025-09-02,Anthony Oliver,Author could I decade indicate property school.,True
261,George Taylor,637-66-4051,(736)848-9360x5212,tammy82@example.com,gzW-0532475,Other,2009-08-24,76,COPD,End human dark plan inside.,Gabapentin,"{""WBC"": 10172.4, ""Hgb"": 13.1, ""Platelets"": 285.5, ""Glucose"": 134.4}",Penicillin,2025-11-18,Jonathon Watson,Very eight red perform issue other imagine down notice able though.,False
262,Amanda Stevenson,201-83-1789,617-813-9976,crystal13@example.org,fiy-0389181,Male,1984-01-25,61,Obesity,Need skill little sport.,Metformin,"{""WBC"": 9935.6, ""Hgb"": 14.1, ""Platelets"": 186.7, ""Glucose"": 81.8}",Penicillin,2025-08-31,Alex Mayer,Six I different director level value.,False
263,Darrell Villa,372-12-6047,(482)860-7474,croberts@example.net,InU-5790768,Male,1980-06-23,18,COPD,Federal exactly term bed.,"Atorvastatin, Metformin","{""WBC"": 7469.9, ""Hgb"": 16.3, ""Platelets"": 398.1, ""Glucose"": 102.7}",Latex,2026-02-05,Kimberly Anderson,South hit whether home very admit election court dinner factor recent point face.,True
264,Sarah Silva,416-91-7807,304.361.0353,brandon64@example.org,OOo-7988297,Male,1972-06-17,33,Asthma,Suddenly would economic finally conference.,"Gabapentin, Simvastatin, Metformin","{""WBC"": 8920.6, ""Hgb"": 14.3, ""Platelets"": 155.8, ""Glucose"": 111.6}",None,2025-04-29,Tanya Taylor,Truth everything interesting growth traditional while wall entire.,True
265,Nicole Martinez,080-54-6459,469.314.5920x102,rgardner@example.com,Tlg-8417849,Female,1938-10-23,77,Depression,Same campaign tough military.,"Levothyroxine, Simvastatin, Hydrochlorothiazide","{""WBC"": 6767.1, ""Hgb"": 14.5, ""Platelets"": 324.9, ""Glucose"": 80.0}",Peanuts,2026-01-16,Charles Rogers,Entire song why dinner poor water life person ever often break character direction subject.,False
266,Allison Johnson,004-89-5313,740.674.5285,mscott@example.net,IqX-0323393,Male,1997-07-05,86,Depression,Scientist the garden defense rule already shoulder skill.,"Omeprazole, Hydrochlorothiazide, Simvastatin","{""WBC"": 4589.9, ""Hgb"": 12.2, ""Platelets"": 212.9, ""Glucose"": 103.8}",Pollen,2025-04-14,Lauren Bradshaw,Report for language hospital none drive Republican remain successful music.,False
267,Heather Hines,682-55-9092,380.866.8208x963,mallory41@example.net,vqu-9449637,Male,1928-12-15,38,Asthma,According his run inside lay special.,Amlodipine,"{""WBC"": 4021.1, ""Hgb"": 14.7, ""Platelets"": 154.0, ""Glucose"": 135.1}",Pollen,2026-02-20,Miss Amy Cox,Which capital enter audience tell billion half responsibility imagine relationship opportunity north.,False
268,Tammy Garrett,650-58-4691,6065369727,jonathan45@example.net,GDq-6053760,Other,2017-10-02,75,Migraine,Information behind store five.,"Gabapentin, Atorvastatin","{""WBC"": 10530.7, ""Hgb"": 14.4, ""Platelets"": 165.5, ""Glucose"": 87.9}",Shellfish,2025-03-19,Nathan Jones,Kitchen single score happy race whom similar need above.,True
269,Steven Smith,770-45-0950,358-601-4121x03801,kstewart@example.net,UoM-6670438,Other,1978-03-18,5,Depression,Data some write quality lose dream evening.,Simvastatin,"{""WBC"": 7954.9, ""Hgb"": 12.5, ""Platelets"": 353.3, ""Glucose"": 75.2}",Pollen,2026-01-22,Keith Cook,Begin senior good thousand hold reflect experience return color reason customer state.,False
270,Stephen King,257-40-3829,7395696686,rebeccaknight@example.org,MZP-3112666,Female,1984-09-09,86,Hypothyroidism,Image yourself news.,"Levothyroxine, Metformin, Lisinopril","{""WBC"": 4502.8, ""Hgb"": 12.6, ""Platelets"": 247.4, ""Glucose"": 97.7}",Pollen,2025-11-24,Patricia Donovan,Spring great situation ability all difficult process family son garden have the.,False
271,Nancy Gallegos,176-57-7273,576-399-2667x807,wsmith@example.net,KQs-8324274,Female,1935-01-12,62,Arthritis,Else exist join buy enjoy manage fact.,"Omeprazole, Amlodipine, Gabapentin","{""WBC"": 7183.6, ""Hgb"": 15.8, ""Platelets"": 343.8, ""Glucose"": 75.3}",Latex,2026-01-22,Justin Roberts,View before another state suddenly draw.,True
272,Kerry Allen,485-21-8427,+1-666-510-1465,tabithalewis@example.net,JyJ-0862297,Other,2010-05-21,97,Migraine,Republican miss protect help.,"Hydrochlorothiazide, Albuterol","{""WBC"": 9626.8, ""Hgb"": 12.7, ""Platelets"": 382.6, ""Glucose"": 106.3}",Shellfish,2025-06-12,Jason Sanchez,Bank certainly want report day road bill government summer father effort bed.,True
273,Shawn Barnett,840-08-9948,7619785640,barkerdavid@example.net,fFW-3521312,Female,1954-12-02,3,Arthritis,Fine suggest start public her.,"Atorvastatin, Metformin, Omeprazole","{""WBC"": 10937.5, ""Hgb"": 17.4, ""Platelets"": 160.7, ""Glucose"": 98.6}",Peanuts,2025-08-06,Kimberly Hammond,Find themselves outside example street stock political artist little nature baby necessary policy.,False
274,Kathryn Greene,195-77-9708,(756)322-3266x9145,asmith@example.net,ugZ-5681709,Other,1953-11-27,62,Hypothyroidism,Sing oil fact out difference.,"Simvastatin, Amlodipine, Hydrochlorothiazide","{""WBC"": 9993.4, ""Hgb"": 16.5, ""Platelets"": 208.0, ""Glucose"": 74.7}",Shellfish,2025-08-05,Helen Baker,Ground suffer measure tough send vote site section attorney.,True
275,Keith Foster,695-05-3381,(441)694-5912,vickiesmith@example.net,caE-4270209,Other,2019-06-04,45,Hypertension,Speech class side difficult door camera skin.,"Gabapentin, Simvastatin, Amlodipine","{""WBC"": 9209.2, ""Hgb"": 13.4, ""Platelets"": 221.1, ""Glucose"": 86.3}",Latex,2025-11-13,Colleen Townsend,Why east all create through term eat year use interest take.,False
276,Charles Wiggins,811-39-9153,+1-957-650-0980,matamitchell@example.net,hNt-0311048,Male,2024-04-19,41,Anxiety,Certain military cost onto.,"Atorvastatin, Metformin","{""WBC"": 8322.4, ""Hgb"": 14.6, ""Platelets"": 282.4, ""Glucose"": 114.6}",None,2025-12-03,Jason King,Between woman product strategy they seem writer should this worker manage state quite.,True
277,Sheila Smith,271-39-5941,(817)732-3830,kristin39@example.net,gtb-8217330,Female,2004-07-05,67,Anxiety,Guy kind everybody purpose popular outside expert.,"Simvastatin, Atorvastatin","{""WBC"": 4306.7, ""Hgb"": 16.3, ""Platelets"": 255.5, ""Glucose"": 107.2}",Pollen,2025-12-21,Ryan Hawkins,Just race nor feel law himself control southern free student happen friend dinner.,True
278,Cynthia Hernandez,690-08-8520,(465)500-4342,youngadam@example.net,baZ-7668417,Other,1990-11-06,38,Obesity,Billion character vote.,Levothyroxine,"{""WBC"": 10028.0, ""Hgb"": 15.0, ""Platelets"": 285.4, ""Glucose"": 119.1}",Peanuts,2025-04-21,Christopher Pena PhD,Out truth season first ask head government partner south not situation.,True
279,Mrs. Felicia Strickland,731-12-1516,548-419-2042x8392,tthompson@example.org,Fgj-3228589,Other,1925-12-02,10,Migraine,Act season two me.,Metformin,"{""WBC"": 4763.8, ""Hgb"": 14.4, ""Platelets"": 309.7, ""Glucose"": 136.4}",Pollen,2025-07-09,Colleen Brown,Floor cost box explain stuff suggest account the thus evening bit why.,False
280,Rodney Cook,328-82-3220,001-672-405-8468x264,sarah77@example.com,mwh-0615738,Female,1938-11-26,48,Obesity,Tell garden wonder treatment grow race entire.,"Levothyroxine, Simvastatin, Amlodipine","{""WBC"": 5616.3, ""Hgb"": 17.4, ""Platelets"": 347.5, ""Glucose"": 112.6}",Penicillin,2025-10-11,Natalie Ortiz,Partner arrive land what president player short spring tree blue skill sometimes.,False
281,Kayla Washington MD,145-12-7048,5615649442,ocollins@example.com,SFR-3660838,Female,2025-07-12,82,Hypothyroidism,Option its time explain lot north painting game.,Atorvastatin,"{""WBC"": 4336.8, ""Hgb"": 15.1, ""Platelets"": 374.8, ""Glucose"": 80.4}",Peanuts,2025-04-04,Steven Hernandez,Support go fill medical over dinner feeling.,True
282,Daniel Moon,220-43-2986,+1-278-757-1178x720,martinezjamie@example.org,TaZ-5731277,Female,1932-09-24,20,Arthritis,Quality what particularly better.,"Amlodipine, Hydrochlorothiazide, Simvastatin","{""WBC"": 10784.9, ""Hgb"": 14.8, ""Platelets"": 332.2, ""Glucose"": 83.8}",Pollen,2026-01-18,Pamela Butler,Image between appear card somebody necessary sister however you social world condition.,True
283,Christopher Foster,348-23-4275,+1-610-605-1457x3333,emilygarrison@example.com,AbM-0971663,Other,2010-02-11,24,Obesity,House hospital affect Democrat cover avoid.,"Hydrochlorothiazide, Metformin","{""WBC"": 4700.7, ""Hgb"": 14.6, ""Platelets"": 399.8, ""Glucose"": 105.1}",Pollen,2026-01-03,Jason Parker,Memory role water they continue stock all camera go person.,True
284,Anthony George,004-55-8028,(737)913-5630x3494,grosskatherine@example.com,rwC-7957647,Other,1933-09-05,10,COPD,Admit different just blood control fall.,Omeprazole,"{""WBC"": 8582.8, ""Hgb"": 12.7, ""Platelets"": 353.6, ""Glucose"": 75.3}",Penicillin,2025-10-15,Timothy Jones,Wait recently executive professor important hear foot certainly close fear administration note bring.,False
285,Lisa Smith,201-68-9526,241.297.0230x19241,richardevans@example.org,kqL-7869203,Other,1960-10-24,57,COPD,Member what first minute visit last former.,"Hydrochlorothiazide, Omeprazole, Atorvastatin","{""WBC"": 5621.8, ""Hgb"": 14.4, ""Platelets"": 254.2, ""Glucose"": 75.9}",Pollen,2025-07-12,Jamie Jordan,Stop treatment role develop method something section ready.,True
286,Andrew Le,102-04-7174,+1-524-556-2364x603,leejoseph@example.com,eom-0970169,Male,1963-10-06,83,Diabetes,Two everyone group skill.,"Metformin, Hydrochlorothiazide, Atorvastatin","{""WBC"": 4781.5, ""Hgb"": 17.3, ""Platelets"": 242.5, ""Glucose"": 108.4}",None,2026-03-02,David Herring,Year boy recognize data none feeling study piece hundred that lead evidence.,True
287,Joshua Burgess,301-88-3758,+1-678-426-9183,melissa49@example.com,Pxz-9068334,Other,1948-02-16,47,Hypothyroidism,Near security sea more child I.,"Gabapentin, Amlodipine","{""WBC"": 9026.9, ""Hgb"": 16.8, ""Platelets"": 191.5, ""Glucose"": 90.1}",Latex,2025-07-15,Jesus Jensen,Image heavy describe appear performance care exactly.,False
288,Morgan Williams,253-41-2837,+1-758-908-2476x0862,pjones@example.com,eAQ-6798379,Female,2024-03-20,7,COPD,Then of appear group.,Levothyroxine,"{""WBC"": 5876.8, ""Hgb"": 16.6, ""Platelets"": 154.9, ""Glucose"": 136.1}",Latex,2025-10-11,Eric Mooney,Industry hospital fill thousand task soon moment.,False
289,Taylor Richardson,792-21-3254,001-921-551-4928x24285,usanders@example.net,UOf-6955469,Male,1972-05-08,84,Hypothyroidism,Score simple less help.,"Hydrochlorothiazide, Amlodipine, Albuterol","{""WBC"": 9369.7, ""Hgb"": 15.4, ""Platelets"": 274.8, ""Glucose"": 93.7}",None,2025-09-06,Nicole Townsend,Property common impact soon pressure man.,False
290,Mercedes Lloyd,861-44-4196,429-854-5912,kcook@example.net,cWt-6254949,Male,1945-06-29,39,Hypertension,Great manager similar group drop way prepare speech.,Metformin,"{""WBC"": 4217.8, ""Hgb"": 12.9, ""Platelets"": 255.3, ""Glucose"": 73.6}",Penicillin,2025-08-15,Jose Coleman,Admit health this several positive meeting bank development too son pull middle summer.,False
291,William Hernandez,052-57-8031,(603)967-6209,john88@example.net,oEc-2106073,Male,1967-11-18,71,Asthma,North less so.,"Amlodipine, Gabapentin","{""WBC"": 6986.7, ""Hgb"": 15.8, ""Platelets"": 160.8, ""Glucose"": 97.4}",Shellfish,2025-07-17,Kenneth Ruiz,Want even learn bad seem space public smile support campaign cold more company.,True
292,Richard Perez,246-62-4899,001-727-208-4835x701,nguyenshelia@example.net,qOH-4217201,Other,1961-10-25,86,Diabetes,To coach purpose audience station phone black.,Omeprazole,"{""WBC"": 7654.8, ""Hgb"": 15.8, ""Platelets"": 389.2, ""Glucose"": 137.2}",Shellfish,2025-12-31,Andrea Wood,Suggest no because wide project also be partner provide small occur would.,True
293,Taylor Edwards,812-17-3050,520-801-9930x8824,orozcomegan@example.com,RaK-7558258,Male,1979-03-30,88,Asthma,Program worker push home.,"Albuterol, Lisinopril, Atorvastatin","{""WBC"": 5014.3, ""Hgb"": 12.6, ""Platelets"": 305.5, ""Glucose"": 90.4}",Pollen,2026-02-01,Robin Ward,Friend begin detail stop tough science again become.,False
294,Charles Rodriguez,389-26-0953,431.367.1342,christian02@example.com,hSp-9872201,Female,1976-08-03,96,Anxiety,Good girl front prepare glass story box.,"Omeprazole, Metformin","{""WBC"": 4263.8, ""Hgb"": 14.5, ""Platelets"": 269.0, ""Glucose"": 118.4}",None,2025-09-03,Jenna Frederick,Attorney require factor coach official benefit student ready factor happy final.,False
295,Brian Watson,520-88-9491,902-266-6806x71325,shannon64@example.net,QBs-5636075,Female,1942-11-30,2,Hypertension,Determine appear among other site maintain.,"Atorvastatin, Omeprazole, Hydrochlorothiazide","{""WBC"": 5382.8, ""Hgb"": 14.4, ""Platelets"": 382.4, ""Glucose"": 132.0}",Latex,2025-07-26,Jeffrey Castillo,Friend safe share energy another debate herself money response detail left.,False
296,Rachel Tran,791-94-1812,570.828.6812x60937,mark39@example.com,kZn-4775108,Other,1958-03-18,49,Hypertension,Wind energy establish.,"Metformin, Lisinopril","{""WBC"": 10293.7, ""Hgb"": 12.6, ""Platelets"": 170.0, ""Glucose"": 105.2}",Penicillin,2025-09-25,Thomas Taylor,Expert interesting understand artist enjoy kind bag star director I.,False
297,Emily Cohen,322-78-7721,857-837-3012x446,briansanchez@example.com,koe-0729572,Male,2024-12-29,64,Hypertension,Sort week job check interesting central.,Amlodipine,"{""WBC"": 5392.2, ""Hgb"": 15.7, ""Platelets"": 285.9, ""Glucose"": 81.2}",Pollen,2025-05-22,Cynthia Ramirez,We cell if political argue despite dinner team chance stuff job indicate.,True
298,Carol Foster,827-39-5419,633.863.1086,millerdavid@example.net,VxK-6402255,Male,1938-04-09,94,Diabetes,Reality face those.,Atorvastatin,"{""WBC"": 7401.6, ""Hgb"": 16.1, ""Platelets"": 155.3, ""Glucose"": 77.2}",Pollen,2025-07-04,Jonathan Osborne,Perhaps far home amount for too say value million my town never parent quality.,False
